,工程名稱,監造單位,施工廠商,施工期間,決標金額,重要公告,設計單位
15504,東豐、后豐、潭雅神自行車道監視系統建置工程,聖澤電機技師事務所,世眾企業有限公司,民國107年10月22日至108年12月31日,"2,280千元",截至108年08月底實際進度： 100.00%,
15505,108年度臺中市公有停車場標誌標線等設施增設維護工程(第二標),臺中市停車管理處,陸明照企業有限公司,民國108年08月30日至109年01月31日,"7,580千元",截至108年09月底實際進度：  25.00%,
15506,108年度臺中市公有停車場標誌標線等設施增設維護工程,臺中市停車管理處,陸明照企業有限公司,民國108年03月04日至108年12月31日,"3,960千元",截至108年09月底實際進度：  70.00%,
15507,臺中市108年度交通控制設施工程,臺中市政府交通局交通規劃科,雲龍國際有限公司,民國108年04月01日至108年12月31日,"2,440千元",截至108年09月底實際進度：  66.90%,
15508,108年度臺中市第三工區道路標誌標線與安全管制設施工程,玖泰交通科技有限公司,晉旺節能有限公司,民國108年01月31日至109年01月31日,"11,913千元",截至108年08月底實際進度：  65.90%,
15509,108年度臺中市易肇事路段改善工程,玖泰交通科技有限公司,普烙企業有限公司,民國108年03月06日至109年01月31日,"9,116千元",截至108年08月底實際進度：   6.90%,
15510,108年度臺中市第四工區道路標誌標線與安全管制設施工程,千山工程技術顧問有限公司,海鉅工程有限公司,民國108年01月03日至109年01月31日,"11,913千元",截至108年08月底實際進度：  72.60%,
15511,108年度臺中市綠斑馬學童安全改善工程,玖泰交通科技有限公司,信威交通工程有限公司,民國108年04月08日至109年04月15日,"9,116千元",截至108年08月底實際進度：  78.00%,
15512,108年度臺中市第一工區道路標誌標線與安全管制設施工程,玖泰交通科技有限公司,普烙企業有限公司,民國108年01月25日至109年01月31日,"11,913千元",截至108年08月底實際進度：  77.00%,
15513,108年度臺中市第二工區道路標誌標線與安全管制設施工程,千山工程技術顧問有限公司,普烙企業有限公司,民國108年01月25日至109年01月31日,"11,913千元",截至108年08月底實際進度：  93.00%,
15514,108年度臺中市各級排水道拆、清除及環境整理工程(開口契約),臺中市政府水利局水利管理科,興耀營造有限公司,民國108年05月20日至108年12月31日,"1,450千元",截至108年09月底實際進度：  13.80%,
15515,107年度臺中市污水下水道系統緊急搶修、疏通、納管、改善及修繕維護工程二後續擴充,佳綸工程科技有限公司,駿鎧營造有限公司,民國108年03月06日至109年05月30日,"17,050千元",截至108年09月底實際進度：  24.30%,
15516,107年度臺中市污水下水道系統緊急搶修、疏通、納管、改善及修繕維護工程一後續擴充,佳綸工程科技有限公司,駿鎧營造有限公司,民國108年03月06日至109年05月30日,"17,050千元",截至108年09月底實際進度：  50.60%,
15517,107年度臺中市污水下水道零星用戶接管工程開口契約(一),智盛水利水保技師事務所,瑞寬工程有限公司,民國107年08月15日至108年12月31日,"43,800千元",截至108年08月底實際進度：  19.34%,
15518,臺中市綠川水環境改善計畫-綠川沿岸複層林相計畫開口契約,美商傑明工程顧問(股)台灣分公司,先鋒園藝有限公司,民國108年01月15日至110年04月30日,"21,890千元",截至108年09月底實際進度：  52.00%,
15519,108年度臺中市各級排水維護改善工程,禾唐工程顧問有限公司,宇寬營造有限公司,民國108年08月31日至109年03月31日,"7,590千元",截至108年09月底實際進度：  10.00%,
15520,107年度臺中市各級排水週邊環境綠美化工程(開口契約),睿泰工程顧問有限公司,宇寬營造有限公司,民國107年11月26日至109年02月28日,"16,550千元",截至108年09月底實際進度：  87.00%,
15521,108年度臺中市山線災害搶險搶修工程,琥盛工程顧問有限公司,金瑋營造有限公司,民國108年04月30日至108年12月31日,"9,890千元",截至108年09月底實際進度：  31.00%,
15522,108年度臺中市簡易自來水設施興辦維護開口契約,宏典工程顧問有限公司,廣晟水電工程行,民國108年07月11日至109年10月30日,"5,860千元",截至108年08月底實際進度：  15.00%,
15523,108年度沙鹿及清水第一市場電梯汰換暨設施修繕工程,趙文弘建築師事務所,六川電梯工業股份有限公司,民國108年09月01日至109年02月07日,"8,470千元",截至年月底實際進度：(未填)%,
15524,108年度無自來水延管路面修復工程,德眾工程顧問股份有限公司,柏鼎營造有限公司,民國108年05月15日至108年12月31日,"31,460千元",截至108年08月底實際進度：  25.01%,
15525,108年度太平區及鄰近區域公共設施改善及搶修工程,全勝工程顧問有限公司,齊力營造工程股份有限公司,民國108年02月01日至109年03月31日,"6,636千元",截至108年08月底實際進度：  60.00%,
15526,108年度太平區及鄰近區域道路修補工程,全勝工程顧問有限公司,柏鼎營造有限公司,民國108年01月07日至109年04月30日,"7,380千元",截至108年08月底實際進度：  60.00%,
15527,108年度臺中市第四工程隊行道樹及公園綠地災害緊急搶險、搶修工程(大里、太平、霧峰區及鄰近區域),創邑工程顧問有限公司,鴻展園藝有限公司,民國108年04月20日至108年12月31日,"2,928千元",截至108年09月底實際進度：  68.40%,
15528,清水區中社路、和睦路1005巷、信義一、二、三街及梧棲區文昌路等四件路面改善工程,富群工程顧問有限公司,大順瀝青股份有限公司,民國108年09月16日至108年12月27日,"10,680千元",截至108年09月底實際進度：  13.10%,
15529,108年度臺中市養護工程處第三工程隊轄內道路修補工程,富群工程顧問有限公司,久育營造有限公司,民國108年03月30日至109年02月28日,"3,440千元",截至108年09月底實際進度：  61.00%,
15530,108年度臺中市第三工程隊轄區市養道及鄰近區域道路及附屬設施改善工程,富林工程技術顧問有限公司,高比麗營造有限公司,民國108年08月23日至109年10月15日,"6,950千元",截至108年09月底實際進度：   9.50%,
15531,106年度臺中市神岡區大豐北街及豐原區北陽二街等5處路面改善工程,富群工程顧問有限公司,萬合營造有限公司,民國107年03月10日至107年10月31日,"5,440千元",截至108年09月底實際進度： 100.00%,
15532,107年度新社、石岡區等道路及排水改善暨緊急搶修工程,富群工程顧問有限公司,久育營造有限公司,民國107年03月05日至108年09月30日,"6,870千元",截至108年09月底實際進度： 100.00%,
15533,107年度臺中市后里、東勢區等道路及排水改善暨緊急搶修工程,吉成工程顧問股份有限公司,萬合營造有限公司,民國107年03月01日至108年06月30日,"6,710千元",截至108年09月底實際進度： 100.00%,
15534,106年度后里、東勢區等鄰近區道路及排水改善暨緊急搶修工程,吉成工程顧問股份有限公司,久育營造有限公司,民國106年07月01日至107年12月31日,"7,230千元",截至108年09月底實際進度： 100.00%,
15535,106年度臺中市豐原區東仁街等2件路面改善工程,振揚工程顧問有限公司,元希營造股份有限公司,民國106年10月01日至106年10月31日,"7,150千元",截至108年09月底實際進度： 100.00%,
15536,106年度臺中市潭子區嘉豐路及豐原區豐東路等三處路平工程,吉成工程顧問股份有限公司,丞漢謍造有限公司,民國107年02月05日至107年05月22日,"17,180千元",截至108年08月底實際進度： 100.00%,
15537,106年度臺中市后里區公安路及東勢區勢林街路平工程,吉成工程顧問股份有限公司,世文營造有限公司,民國107年03月02日至107年06月30日,"34,500千元",截至108年09月底實際進度： 100.00%,
15538,106年度后里、新社、石岡區等道路及排水改善暨緊急搶修工程,吉成工程顧問股份有限公司,久育營造有限公司,民國107年01月15日至108年11月30日,"6,345千元",截至108年09月底實際進度： 100.00%,
15539,106年度石岡區等鄰近區域道路及排水改善暨緊急搶修工程,富群工程顧問有限公司,久育營造有限公司,民國107年06月01日至107年12月31日,"1,370千元",截至108年09月底實際進度： 100.00%,
15540,107年度第二工程隊道路修補工程(后里、東勢區等鄰近區域),吉成工程顧問股份有限公司,久育營造有限公司,民國107年06月01日至108年03月31日,"3,140千元",截至108年09月底實際進度： 100.00%,
15541,107年度第二工程隊道路修補工程(新社、石岡區等鄰近區域),富群工程顧問有限公司,久育營造有限公司,民國107年05月10日至107年12月31日,"3,175千元",截至108年09月底實際進度： 100.00%,
15542,108年臺中市第一工程隊轄內災害緊急搶險、搶修工程(東、南、南屯區及鄰近區域),中瀛工程顧問有限公司,墩興營造有限公司,民國108年06月21日至108年12月30日,"2,300千元",截至108年09月底實際進度：  99.00%,
15543,107年度臺中市南屯區東興路一段人行道及道路改善工程,佰城工程顧問股份有限公司,日宏營造有限公司,民國108年02月18日至108年12月31日,"12,440千元",截至108年09月底實際進度： 100.00%,
15544,107年度臺中市北屯區山西路三段等道路改善工程,佰城工程顧問股份有限公司,大山營造有限公司,民國107年12月05日至108年05月10日,"10,630千元",截至108年09月底實際進度： 100.00%,
15545,107年度臺中市北屯區太原路三段道路改善工程,佰城工程顧問股份有限公司,慶裕成營造有限公司,民國108年01月06日至108年03月30日,"8,850千元",截至108年09月底實際進度： 100.00%,
15546,108年度東南區及鄰近區域公共設施改善及搶修工程(二期),中瀛工程顧問有限公司,五盛營造有限公司,民國108年07月31日至109年02月28日,"7,180千元",截至108年09月底實際進度：   5.00%,
15547,107年度臺中市北屯、南屯區及鄰近區域公共設施維護工程,全勝工程顧問有限公司,日宏營造有限公司,民國108年02月10日至108年11月10日,"7,314千元",截至108年09月底實際進度：  85.40%,
15548,108年度臺中市彌平城鄉差距路燈增設工程一工區,黎明工程顧問股份有限公司,賀喜能源股份有限公司,民國108年02月20日至108年12月31日,"7,280千元",截至108年09月底實際進度：  45.35%,
15549,108年度臺中市橋樑、陸橋及地下道路燈養護工程(第二期),冠能電機技師事務所,柏鋒水電行,民國108年08月23日至108年12月31日,948千元,截至108年09月底實際進度：  10.00%,
